PERIOD,DATE,VERSION,RATIO
202306,2022-09-03,Budget_FY23,0.033333333
202306,2022-09-04,Budget_FY23,0.033333333
202306,2022-09-05,Budget_FY23,0.033333333
202306,2022-09-06,Budget_FY23,0.033333333
202306,2022-09-07,Budget_FY23,0.033333333
202306,2022-09-08,Budget_FY23,0.033333333
202306,2022-09-09,Budget_FY23,0.033333333
202306,2022-09-10,Budget_FY23,0.033333333
202306,2022-09-11,Budget_FY23,0.033333333
202306,2022-09-12,Budget_FY23,0.033333333
202306,2022-09-13,Budget_FY23,0.033333333
202306,2022-09-14,Budget_FY23,0.033333333
202306,2022-09-15,Budget_FY23,0.033333333
202306,2022-09-16,Budget_FY23,0.033333333
202306,2022-09-17,Budget_FY23,0.033333333
202306,2022-09-18,Budget_FY23,0.033333333
202306,2022-09-19,Budget_FY23,0.033333333
202306,2022-09-20,Budget_FY23,0.033333333
202306,2022-09-21,Budget_FY23,0.033333333
202306,2022-09-22,Budget_FY23,0.033333333
202306,2022-09-23,Budget_FY23,0.033333333
202306,2022-09-24,Budget_FY23,0.033333333
202306,2022-09-25,Budget_FY23,0.033333333
202306,2022-09-26,Budget_FY23,0.033333333
202306,2022-09-27,Budget_FY23,0.033333333
202306,2022-09-28,Budget_FY23,0.033333333
202306,2022-09-29,Budget_FY23,0.033333333
202306,2022-09-30,Budget_FY23,0.033333333
202307,2022-10-01,Budget_FY23,0.032258065
202307,2022-10-02,Budget_FY23,0.032258065
202307,2022-10-03,Budget_FY23,0.032258065
202307,2022-10-04,Budget_FY23,0.032258065
202307,2022-10-05,Budget_FY23,0.032258065
202307,2022-10-06,Budget_FY23,0.032258065
202307,2022-10-07,Budget_FY23,0.032258065
202307,2022-10-08,Budget_FY23,0.032258065
202307,2022-10-09,Budget_FY23,0.032258065
202307,2022-10-10,Budget_FY23,0.032258065
202307,2022-10-11,Budget_FY23,0.032258065
202307,2022-10-12,Budget_FY23,0.032258065
202307,2022-10-13,Budget_FY23,0.032258065
202307,2022-10-14,Budget_FY23,0.032258065
202307,2022-10-15,Budget_FY23,0.032258065
202307,2022-10-16,Budget_FY23,0.032258065
202307,2022-10-17,Budget_FY23,0.032258065
202307,2022-10-18,Budget_FY23,0.032258065
202307,2022-10-19,Budget_FY23,0.032258065
202307,2022-10-20,Budget_FY23,0.032258065
202307,2022-10-21,Budget_FY23,0.032258065
202307,2022-10-22,Budget_FY23,0.032258065
202307,2022-10-23,Budget_FY23,0.032258065
202307,2022-10-24,Budget_FY23,0.032258065
202307,2022-10-25,Budget_FY23,0.032258065
202307,2022-10-26,Budget_FY23,0.032258065
202307,2022-10-27,Budget_FY23,0.032258065
202307,2022-10-28,Budget_FY23,0.032258065
202307,2022-10-29,Budget_FY23,0.032258065
202307,2022-10-30,Budget_FY23,0.032258065
202307,2022-10-31,Budget_FY23,0.032258065
202308,2022-11-01,Budget_FY23,0.033333333
202308,2022-11-02,Budget_FY23,0.033333333
202308,2022-11-03,Budget_FY23,0.033333333
202308,2022-11-04,Budget_FY23,0.033333333
202308,2022-11-05,Budget_FY23,0.033333333
202308,2022-11-06,Budget_FY23,0.033333333
202308,2022-11-07,Budget_FY23,0.033333333
202308,2022-11-08,Budget_FY23,0.033333333
202308,2022-11-09,Budget_FY23,0.033333333
202308,2022-11-10,Budget_FY23,0.033333333
202308,2022-11-11,Budget_FY23,0.033333333
202308,2022-11-12,Budget_FY23,0.033333333
202308,2022-11-13,Budget_FY23,0.033333333
202308,2022-11-14,Budget_FY23,0.033333333
202308,2022-11-15,Budget_FY23,0.033333333
202308,2022-11-16,Budget_FY23,0.033333333
202308,2022-11-17,Budget_FY23,0.033333333
202308,2022-11-18,Budget_FY23,0.033333333
202308,2022-11-19,Budget_FY23,0.033333333
202308,2022-11-20,Budget_FY23,0.033333333
202308,2022-11-21,Budget_FY23,0.033333333
202308,2022-11-22,Budget_FY23,0.033333333
202308,2022-11-23,Budget_FY23,0.033333333
202308,2022-11-24,Budget_FY23,0.033333333
202308,2022-11-25,Budget_FY23,0.033333333
202308,2022-11-26,Budget_FY23,0.033333333
202308,2022-11-27,Budget_FY23,0.033333333
202308,2022-11-28,Budget_FY23,0.033333333
202308,2022-11-29,Budget_FY23,0.033333333
202308,2022-11-30,Budget_FY23,0.033333333
202309,2022-12-01,Budget_FY23,0.032258065
202309,2022-12-02,Budget_FY23,0.032258065
202309,2022-12-03,Budget_FY23,0.032258065
202309,2022-12-04,Budget_FY23,0.032258065
202309,2022-12-05,Budget_FY23,0.032258065
202309,2022-12-06,Budget_FY23,0.032258065
202309,2022-12-07,Budget_FY23,0.032258065
202309,2022-12-08,Budget_FY23,0.032258065
202309,2022-12-09,Budget_FY23,0.032258065
202309,2022-12-10,Budget_FY23,0.032258065
202309,2022-12-11,Budget_FY23,0.032258065
202309,2022-12-12,Budget_FY23,0.032258065
202309,2022-12-13,Budget_FY23,0.032258065
202309,2022-12-14,Budget_FY23,0.032258065
202309,2022-12-15,Budget_FY23,0.032258065
202309,2022-12-16,Budget_FY23,0.032258065
202309,2022-12-17,Budget_FY23,0.032258065
202309,2022-12-18,Budget_FY23,0.032258065
202309,2022-12-19,Budget_FY23,0.032258065
202309,2022-12-20,Budget_FY23,0.032258065
202309,2022-12-21,Budget_FY23,0.032258065
202309,2022-12-22,Budget_FY23,0.032258065
202309,2022-12-23,Budget_FY23,0.032258065
202309,2022-12-24,Budget_FY23,0.032258065
202309,2022-12-25,Budget_FY23,0.032258065
202309,2022-12-26,Budget_FY23,0.032258065
202309,2022-12-27,Budget_FY23,0.032258065
202309,2022-12-28,Budget_FY23,0.032258065
202309,2022-12-29,Budget_FY23,0.032258065
202309,2022-12-30,Budget_FY23,0.032258065
202309,2022-12-31,Budget_FY23,0.032258065
202310,2023-01-01,Budget_FY23,0.032258065
202310,2023-01-02,Budget_FY23,0.032258065
202310,2023-01-03,Budget_FY23,0.032258065
202310,2023-01-04,Budget_FY23,0.032258065
202310,2023-01-05,Budget_FY23,0.032258065
202310,2023-01-06,Budget_FY23,0.032258065
202310,2023-01-07,Budget_FY23,0.032258065
202310,2023-01-08,Budget_FY23,0.032258065
202310,2023-01-09,Budget_FY23,0.032258065
202310,2023-01-10,Budget_FY23,0.032258065
202310,2023-01-11,Budget_FY23,0.032258065
202310,2023-01-12,Budget_FY23,0.032258065
202310,2023-01-13,Budget_FY23,0.032258065
202310,2023-01-14,Budget_FY23,0.032258065
202310,2023-01-15,Budget_FY23,0.032258065
202310,2023-01-16,Budget_FY23,0.032258065
202310,2023-01-17,Budget_FY23,0.032258065
202310,2023-01-18,Budget_FY23,0.032258065
202310,2023-01-19,Budget_FY23,0.032258065
202310,2023-01-20,Budget_FY23,0.032258065
202310,2023-01-21,Budget_FY23,0.032258065
202310,2023-01-22,Budget_FY23,0.032258065
202310,2023-01-23,Budget_FY23,0.032258065
202310,2023-01-24,Budget_FY23,0.032258065
202310,2023-01-25,Budget_FY23,0.032258065
202310,2023-01-26,Budget_FY23,0.032258065
202310,2023-01-27,Budget_FY23,0.032258065
202310,2023-01-28,Budget_FY23,0.032258065
202310,2023-01-29,Budget_FY23,0.032258065
202310,2023-01-30,Budget_FY23,0.032258065
202310,2023-01-31,Budget_FY23,0.032258065
202311,2023-02-01,Budget_FY23,0.035714286
202311,2023-02-02,Budget_FY23,0.035714286
202311,2023-02-03,Budget_FY23,0.035714286
202311,2023-02-04,Budget_FY23,0.035714286
202311,2023-02-05,Budget_FY23,0.035714286
202311,2023-02-06,Budget_FY23,0.035714286
202311,2023-02-07,Budget_FY23,0.035714286
202311,2023-02-08,Budget_FY23,0.035714286
202311,2023-02-09,Budget_FY23,0.035714286
202311,2023-02-10,Budget_FY23,0.035714286
202311,2023-02-11,Budget_FY23,0.035714286
202311,2023-02-12,Budget_FY23,0.035714286
202311,2023-02-13,Budget_FY23,0.035714286
202311,2023-02-14,Budget_FY23,0.035714286
202311,2023-02-15,Budget_FY23,0.035714286
202311,2023-02-16,Budget_FY23,0.035714286
202311,2023-02-17,Budget_FY23,0.035714286
202311,2023-02-18,Budget_FY23,0.035714286
202311,2023-02-19,Budget_FY23,0.035714286
202311,2023-02-20,Budget_FY23,0.035714286
202311,2023-02-21,Budget_FY23,0.035714286
202311,2023-02-22,Budget_FY23,0.035714286
202311,2023-02-23,Budget_FY23,0.035714286
202311,2023-02-24,Budget_FY23,0.035714286
202311,2023-02-25,Budget_FY23,0.035714286
202311,2023-02-26,Budget_FY23,0.035714286
202311,2023-02-27,Budget_FY23,0.035714286
202311,2023-02-28,Budget_FY23,0.035714286
202312,2023-03-01,Budget_FY23,0.032258065
202312,2023-03-02,Budget_FY23,0.032258065
202312,2023-03-03,Budget_FY23,0.032258065
202312,2023-03-04,Budget_FY23,0.032258065
202312,2023-03-05,Budget_FY23,0.032258065
202312,2023-03-06,Budget_FY23,0.032258065
202312,2023-03-07,Budget_FY23,0.032258065
202312,2023-03-08,Budget_FY23,0.032258065
202312,2023-03-09,Budget_FY23,0.032258065
202312,2023-03-10,Budget_FY23,0.032258065
202312,2023-03-11,Budget_FY23,0.032258065
202312,2023-03-12,Budget_FY23,0.032258065
202312,2023-03-13,Budget_FY23,0.032258065
202312,2023-03-14,Budget_FY23,0.032258065
202312,2023-03-15,Budget_FY23,0.032258065
202312,2023-03-16,Budget_FY23,0.032258065
202312,2023-03-17,Budget_FY23,0.032258065
202312,2023-03-18,Budget_FY23,0.032258065
202312,2023-03-19,Budget_FY23,0.032258065
202312,2023-03-20,Budget_FY23,0.032258065
202312,2023-03-21,Budget_FY23,0.032258065
202312,2023-03-22,Budget_FY23,0.032258065
202312,2023-03-23,Budget_FY23,0.032258065
202312,2023-03-24,Budget_FY23,0.032258065
202312,2023-03-25,Budget_FY23,0.032258065
202312,2023-03-26,Budget_FY23,0.032258065
202312,2023-03-27,Budget_FY23,0.032258065
202312,2023-03-28,Budget_FY23,0.032258065
202312,2023-03-29,Budget_FY23,0.032258065
202312,2023-03-30,Budget_FY23,0.032258065
202301,2022-04-01,LE_FY23,0.033333333
202301,2022-04-02,LE_FY23,0.033333333
202301,2022-04-03,LE_FY23,0.033333333
202301,2022-04-04,LE_FY23,0.033333333
202301,2022-04-05,LE_FY23,0.033333333
202301,2022-04-06,LE_FY23,0.033333333
202301,2022-04-07,LE_FY23,0.033333333
202301,2022-04-08,LE_FY23,0.033333333
202301,2022-04-09,LE_FY23,0.033333333
202301,2022-04-10,LE_FY23,0.033333333
202301,2022-04-11,LE_FY23,0.033333333
202301,2022-04-12,LE_FY23,0.033333333
202301,2022-04-13,LE_FY23,0.033333333
202301,2022-04-14,LE_FY23,0.033333333
202301,2022-04-15,LE_FY23,0.033333333
202301,2022-04-16,LE_FY23,0.033333333
202301,2022-04-17,LE_FY23,0.033333333
202301,2022-04-18,LE_FY23,0.033333333
202301,2022-04-19,LE_FY23,0.033333333
202301,2022-04-20,LE_FY23,0.033333333
202301,2022-04-21,LE_FY23,0.033333333
202301,2022-04-22,LE_FY23,0.033333333
202301,2022-04-23,LE_FY23,0.033333333
202301,2022-04-24,LE_FY23,0.033333333
202301,2022-04-25,LE_FY23,0.033333333
202301,2022-04-26,LE_FY23,0.033333333
202301,2022-04-27,LE_FY23,0.033333333
202301,2022-04-28,LE_FY23,0.033333333
202301,2022-04-29,LE_FY23,0.033333333
202301,2022-04-30,LE_FY23,0.033333333
202302,2022-05-01,LE_FY23,0.032258065
202302,2022-05-02,LE_FY23,0.032258065
202302,2022-05-03,LE_FY23,0.032258065
202302,2022-05-04,LE_FY23,0.032258065
202302,2022-05-05,LE_FY23,0.032258065
202302,2022-05-06,LE_FY23,0.032258065
202302,2022-05-07,LE_FY23,0.032258065
202302,2022-05-08,LE_FY23,0.032258065
202302,2022-05-09,LE_FY23,0.032258065
202302,2022-05-10,LE_FY23,0.032258065
202302,2022-05-11,LE_FY23,0.032258065
202302,2022-05-12,LE_FY23,0.032258065
202302,2022-05-13,LE_FY23,0.032258065
202302,2022-05-14,LE_FY23,0.032258065
202302,2022-05-15,LE_FY23,0.032258065
202302,2022-05-16,LE_FY23,0.032258065
202302,2022-05-17,LE_FY23,0.032258065
202302,2022-05-18,LE_FY23,0.032258065
202302,2022-05-19,LE_FY23,0.032258065
202302,2022-05-20,LE_FY23,0.032258065
202302,2022-05-21,LE_FY23,0.032258065
202302,2022-05-22,LE_FY23,0.032258065
202302,2022-05-23,LE_FY23,0.032258065
202302,2022-05-24,LE_FY23,0.032258065
202302,2022-05-25,LE_FY23,0.032258065
202302,2022-05-26,LE_FY23,0.032258065
202302,2022-05-27,LE_FY23,0.032258065
202302,2022-05-28,LE_FY23,0.032258065
202302,2022-05-29,LE_FY23,0.032258065
202302,2022-05-30,LE_FY23,0.032258065
202302,2022-05-31,LE_FY23,0.032258065
202303,2022-06-01,LE_FY23,0.033333333
202303,2022-06-02,LE_FY23,0.033333333
202303,2022-06-03,LE_FY23,0.033333333
202303,2022-06-04,LE_FY23,0.033333333
202303,2022-06-05,LE_FY23,0.033333333
202303,2022-06-06,LE_FY23,0.033333333
202303,2022-06-07,LE_FY23,0.033333333
202303,2022-06-08,LE_FY23,0.033333333
202303,2022-06-09,LE_FY23,0.033333333
202303,2022-06-10,LE_FY23,0.033333333
202303,2022-06-11,LE_FY23,0.033333333
202303,2022-06-12,LE_FY23,0.033333333
202303,2022-06-13,LE_FY23,0.033333333
202303,2022-06-14,LE_FY23,0.033333333
202303,2022-06-15,LE_FY23,0.033333333
202303,2022-06-16,LE_FY23,0.033333333
202303,2022-06-17,LE_FY23,0.033333333
202303,2022-06-18,LE_FY23,0.033333333
202303,2022-06-19,LE_FY23,0.033333333
202303,2022-06-20,LE_FY23,0.033333333
202303,2022-06-21,LE_FY23,0.033333333
202303,2022-06-22,LE_FY23,0.033333333
202303,2022-06-23,LE_FY23,0.033333333
202303,2022-06-24,LE_FY23,0.033333333
202303,2022-06-25,LE_FY23,0.033333333
202303,2022-06-26,LE_FY23,0.033333333
202303,2022-06-27,LE_FY23,0.033333333
202303,2022-06-28,LE_FY23,0.033333333
202303,2022-06-29,LE_FY23,0.033333333
202303,2022-06-30,LE_FY23,0.033333333
202304,2022-07-01,LE_FY23,0.032258065
202304,2022-07-02,LE_FY23,0.032258065
202304,2022-07-03,LE_FY23,0.032258065
202304,2022-07-04,LE_FY23,0.032258065
202304,2022-07-05,LE_FY23,0.032258065
202304,2022-07-06,LE_FY23,0.032258065
202304,2022-07-07,LE_FY23,0.032258065
202304,2022-07-08,LE_FY23,0.032258065
202304,2022-07-09,LE_FY23,0.032258065
202304,2022-07-10,LE_FY23,0.032258065
202304,2022-07-11,LE_FY23,0.032258065
202304,2022-07-12,LE_FY23,0.032258065
202304,2022-07-13,LE_FY23,0.032258065
202304,2022-07-14,LE_FY23,0.032258065
202304,2022-07-15,LE_FY23,0.032258065
202304,2022-07-16,LE_FY23,0.032258065
202304,2022-07-17,LE_FY23,0.032258065
202304,2022-07-18,LE_FY23,0.032258065
202304,2022-07-19,LE_FY23,0.032258065
202304,2022-07-20,LE_FY23,0.032258065
202304,2022-07-21,LE_FY23,0.032258065
202304,2022-07-22,LE_FY23,0.032258065
202304,2022-07-23,LE_FY23,0.032258065
202304,2022-07-24,LE_FY23,0.032258065
202304,2022-07-25,LE_FY23,0.032258065
202304,2022-07-26,LE_FY23,0.032258065
202304,2022-07-27,LE_FY23,0.032258065
202304,2022-07-28,LE_FY23,0.032258065
202304,2022-07-29,LE_FY23,0.032258065
202304,2022-07-30,LE_FY23,0.032258065
202304,2022-07-31,LE_FY23,0.032258065
202305,2022-08-01,LE_FY23,0.032258065
202305,2022-08-02,LE_FY23,0.032258065
202305,2022-08-03,LE_FY23,0.032258065
202305,2022-08-04,LE_FY23,0.032258065
202305,2022-08-05,LE_FY23,0.032258065
202305,2022-08-06,LE_FY23,0.032258065
202305,2022-08-07,LE_FY23,0.032258065
202305,2022-08-08,LE_FY23,0.032258065
202305,2022-08-09,LE_FY23,0.032258065
202305,2022-08-10,LE_FY23,0.032258065
202305,2022-08-11,LE_FY23,0.032258065
202305,2022-08-12,LE_FY23,0.032258065
202305,2022-08-13,LE_FY23,0.032258065
202305,2022-08-14,LE_FY23,0.032258065
202305,2022-08-15,LE_FY23,0.032258065
202305,2022-08-16,LE_FY23,0.032258065
202305,2022-08-17,LE_FY23,0.032258065
202305,2022-08-18,LE_FY23,0.032258065
202305,2022-08-19,LE_FY23,0.032258065
202305,2022-08-20,LE_FY23,0.032258065
202305,2022-08-21,LE_FY23,0.032258065
202305,2022-08-22,LE_FY23,0.032258065
202305,2022-08-23,LE_FY23,0.032258065
202305,2022-08-24,LE_FY23,0.032258065
202305,2022-08-25,LE_FY23,0.032258065
202305,2022-08-26,LE_FY23,0.032258065
202305,2022-08-27,LE_FY23,0.032258065
202305,2022-08-28,LE_FY23,0.032258065
202305,2022-08-29,LE_FY23,0.032258065
202305,2022-08-30,LE_FY23,0.032258065
202305,2022-08-31,LE_FY23,0.032258065
202306,2022-09-01,LE_FY23,0.033333333
202306,2022-09-02,LE_FY23,0.033333333
202306,2022-09-03,LE_FY23,0.033333333
202306,2022-09-04,LE_FY23,0.033333333
202306,2022-09-05,LE_FY23,0.033333333
202306,2022-09-06,LE_FY23,0.033333333
202306,2022-09-07,LE_FY23,0.033333333
202306,2022-09-08,LE_FY23,0.033333333
202306,2022-09-09,LE_FY23,0.033333333
202306,2022-09-10,LE_FY23,0.033333333
202306,2022-09-11,LE_FY23,0.033333333
202306,2022-09-12,LE_FY23,0.033333333
202306,2022-09-13,LE_FY23,0.033333333
202306,2022-09-14,LE_FY23,0.033333333
202306,2022-09-15,LE_FY23,0.033333333
202306,2022-09-16,LE_FY23,0.033333333
202306,2022-09-17,LE_FY23,0.033333333
202306,2022-09-18,LE_FY23,0.033333333
202306,2022-09-19,LE_FY23,0.033333333
202306,2022-09-20,LE_FY23,0.033333333
202306,2022-09-21,LE_FY23,0.033333333
202306,2022-09-22,LE_FY23,0.033333333
202306,2022-09-23,LE_FY23,0.033333333
202306,2022-09-24,LE_FY23,0.033333333
202306,2022-09-25,LE_FY23,0.033333333
202306,2022-09-26,LE_FY23,0.033333333
202306,2022-09-27,LE_FY23,0.033333333
202306,2022-09-28,LE_FY23,0.033333333
202306,2022-09-29,LE_FY23,0.033333333
202306,2022-09-30,LE_FY23,0.033333333
202307,2022-10-01,LE_FY23,0.032258065
202307,2022-10-02,LE_FY23,0.032258065
202307,2022-10-03,LE_FY23,0.032258065
202307,2022-10-04,LE_FY23,0.032258065
202307,2022-10-05,LE_FY23,0.032258065
202307,2022-10-06,LE_FY23,0.032258065
202307,2022-10-07,LE_FY23,0.032258065
202307,2022-10-08,LE_FY23,0.032258065
202307,2022-10-09,LE_FY23,0.032258065
202307,2022-10-10,LE_FY23,0.032258065
202307,2022-10-11,LE_FY23,0.032258065
202307,2022-10-12,LE_FY23,0.032258065
202307,2022-10-13,LE_FY23,0.032258065
202307,2022-10-14,LE_FY23,0.032258065
202307,2022-10-15,LE_FY23,0.032258065
202307,2022-10-16,LE_FY23,0.032258065
202307,2022-10-17,LE_FY23,0.032258065
202307,2022-10-18,LE_FY23,0.032258065
202307,2022-10-19,LE_FY23,0.032258065
202307,2022-10-20,LE_FY23,0.032258065
202307,2022-10-21,LE_FY23,0.032258065
202307,2022-10-22,LE_FY23,0.032258065
202307,2022-10-23,LE_FY23,0.032258065
202307,2022-10-24,LE_FY23,0.032258065
202307,2022-10-25,LE_FY23,0.032258065
202307,2022-10-26,LE_FY23,0.032258065
202307,2022-10-27,LE_FY23,0.032258065
202307,2022-10-28,LE_FY23,0.032258065
202307,2022-10-29,LE_FY23,0.032258065
202307,2022-10-30,LE_FY23,0.032258065
202307,2022-10-31,LE_FY23,0.032258065
202308,2022-11-01,LE_FY23,0.033333333
202308,2022-11-02,LE_FY23,0.033333333
202308,2022-11-03,LE_FY23,0.033333333
202308,2022-11-04,LE_FY23,0.033333333
202308,2022-11-05,LE_FY23,0.033333333
202308,2022-11-06,LE_FY23,0.033333333
202308,2022-11-07,LE_FY23,0.033333333
202308,2022-11-08,LE_FY23,0.033333333
202308,2022-11-09,LE_FY23,0.033333333
202308,2022-11-10,LE_FY23,0.033333333
202308,2022-11-11,LE_FY23,0.033333333
202308,2022-11-12,LE_FY23,0.033333333
202308,2022-11-13,LE_FY23,0.033333333
202308,2022-11-14,LE_FY23,0.033333333
202308,2022-11-15,LE_FY23,0.033333333
202308,2022-11-16,LE_FY23,0.033333333
202308,2022-11-17,LE_FY23,0.033333333
202308,2022-11-18,LE_FY23,0.033333333
202308,2022-11-19,LE_FY23,0.033333333
202308,2022-11-20,LE_FY23,0.033333333
202308,2022-11-21,LE_FY23,0.033333333
202308,2022-11-22,LE_FY23,0.033333333
202308,2022-11-23,LE_FY23,0.033333333
202308,2022-11-24,LE_FY23,0.033333333
202308,2022-11-25,LE_FY23,0.033333333
202308,2022-11-26,LE_FY23,0.033333333
202308,2022-11-27,LE_FY23,0.033333333
202308,2022-11-28,LE_FY23,0.033333333
202308,2022-11-29,LE_FY23,0.033333333
202308,2022-11-30,LE_FY23,0.033333333
202309,2022-12-01,LE_FY23,0.032258065
202309,2022-12-02,LE_FY23,0.032258065
202309,2022-12-03,LE_FY23,0.032258065
202309,2022-12-04,LE_FY23,0.032258065
202309,2022-12-05,LE_FY23,0.032258065
202309,2022-12-06,LE_FY23,0.032258065
202309,2022-12-07,LE_FY23,0.032258065
202309,2022-12-08,LE_FY23,0.032258065
202309,2022-12-09,LE_FY23,0.032258065
202309,2022-12-10,LE_FY23,0.032258065
202309,2022-12-11,LE_FY23,0.032258065
202309,2022-12-12,LE_FY23,0.032258065
202309,2022-12-13,LE_FY23,0.032258065
202309,2022-12-14,LE_FY23,0.032258065
202309,2022-12-15,LE_FY23,0.032258065
202309,2022-12-16,LE_FY23,0.032258065
202309,2022-12-17,LE_FY23,0.032258065
202309,2022-12-18,LE_FY23,0.032258065
202309,2022-12-19,LE_FY23,0.032258065
202309,2022-12-20,LE_FY23,0.032258065
202309,2022-12-21,LE_FY23,0.032258065
202309,2022-12-22,LE_FY23,0.032258065
202309,2022-12-23,LE_FY23,0.032258065
202309,2022-12-24,LE_FY23,0.032258065
202309,2022-12-25,LE_FY23,0.032258065
202309,2022-12-26,LE_FY23,0.032258065
202309,2022-12-27,LE_FY23,0.032258065
202309,2022-12-28,LE_FY23,0.032258065
202309,2022-12-29,LE_FY23,0.032258065
202309,2022-12-30,LE_FY23,0.032258065
202309,2022-12-31,LE_FY23,0.032258065
202310,2023-01-01,LE_FY23,0.032258065
202310,2023-01-02,LE_FY23,0.032258065
202310,2023-01-03,LE_FY23,0.032258065
202310,2023-01-04,LE_FY23,0.032258065
202310,2023-01-05,LE_FY23,0.032258065
202310,2023-01-06,LE_FY23,0.032258065
202310,2023-01-07,LE_FY23,0.032258065
202310,2023-01-08,LE_FY23,0.032258065
202310,2023-01-09,LE_FY23,0.032258065
202310,2023-01-10,LE_FY23,0.032258065
202310,2023-01-11,LE_FY23,0.032258065
202310,2023-01-12,LE_FY23,0.032258065
202310,2023-01-13,LE_FY23,0.032258065
202310,2023-01-14,LE_FY23,0.032258065
202310,2023-01-15,LE_FY23,0.032258065
202310,2023-01-16,LE_FY23,0.032258065
202310,2023-01-17,LE_FY23,0.032258065
202310,2023-01-18,LE_FY23,0.032258065
202310,2023-01-19,LE_FY23,0.032258065
202310,2023-01-20,LE_FY23,0.032258065
202310,2023-01-21,LE_FY23,0.032258065
202310,2023-01-22,LE_FY23,0.032258065
202310,2023-01-23,LE_FY23,0.032258065
202310,2023-01-24,LE_FY23,0.032258065
202310,2023-01-25,LE_FY23,0.032258065
202310,2023-01-26,LE_FY23,0.032258065
202310,2023-01-27,LE_FY23,0.032258065
202310,2023-01-28,LE_FY23,0.032258065
202310,2023-01-29,LE_FY23,0.032258065
202310,2023-01-30,LE_FY23,0.032258065
202310,2023-01-31,LE_FY23,0.032258065
202311,2023-02-01,LE_FY23,0.035714286
202311,2023-02-02,LE_FY23,0.035714286
202311,2023-02-03,LE_FY23,0.035714286
202311,2023-02-04,LE_FY23,0.035714286
202311,2023-02-05,LE_FY23,0.035714286
202311,2023-02-06,LE_FY23,0.035714286
202311,2023-02-07,LE_FY23,0.035714286
202311,2023-02-08,LE_FY23,0.035714286
202311,2023-02-09,LE_FY23,0.035714286
202311,2023-02-10,LE_FY23,0.035714286
202311,2023-02-11,LE_FY23,0.035714286
202311,2023-02-12,LE_FY23,0.035714286
202311,2023-02-13,LE_FY23,0.035714286
202311,2023-02-14,LE_FY23,0.035714286
202311,2023-02-15,LE_FY23,0.035714286
202311,2023-02-16,LE_FY23,0.035714286
202311,2023-02-17,LE_FY23,0.035714286
202311,2023-02-18,LE_FY23,0.035714286
202311,2023-02-19,LE_FY23,0.035714286
202311,2023-02-20,LE_FY23,0.035714286
202311,2023-02-21,LE_FY23,0.035714286
202311,2023-02-22,LE_FY23,0.035714286
202311,2023-02-23,LE_FY23,0.035714286
202311,2023-02-24,LE_FY23,0.035714286
202311,2023-02-25,LE_FY23,0.035714286
202311,2023-02-26,LE_FY23,0.035714286
202311,2023-02-27,LE_FY23,0.035714286
202311,2023-02-28,LE_FY23,0.035714286
202312,2023-03-01,LE_FY23,0.032258065
202312,2023-03-02,LE_FY23,0.032258065
202312,2023-03-03,LE_FY23,0.032258065
202312,2023-03-04,LE_FY23,0.032258065
202312,2023-03-05,LE_FY23,0.032258065
202312,2023-03-06,LE_FY23,0.032258065
202312,2023-03-07,LE_FY23,0.032258065
202312,2023-03-08,LE_FY23,0.032258065
202312,2023-03-09,LE_FY23,0.032258065
202312,2023-03-10,LE_FY23,0.032258065
202312,2023-03-11,LE_FY23,0.032258065
202312,2023-03-12,LE_FY23,0.032258065
202312,2023-03-13,LE_FY23,0.032258065
202312,2023-03-14,LE_FY23,0.032258065
202312,2023-03-15,LE_FY23,0.032258065
202312,2023-03-16,LE_FY23,0.032258065
202312,2023-03-17,LE_FY23,0.032258065
202312,2023-03-18,LE_FY23,0.032258065
202312,2023-03-19,LE_FY23,0.032258065
202312,2023-03-20,LE_FY23,0.032258065
202312,2023-03-21,LE_FY23,0.032258065
202312,2023-03-22,LE_FY23,0.032258065
202312,2023-03-23,LE_FY23,0.032258065
202312,2023-03-24,LE_FY23,0.032258065
202312,2023-03-25,LE_FY23,0.032258065
202312,2023-03-26,LE_FY23,0.032258065
202312,2023-03-27,LE_FY23,0.032258065
202312,2023-03-28,LE_FY23,0.032258065
202312,2023-03-29,LE_FY23,0.032258065
202312,2023-03-30,LE_FY23,0.032258065
